matchKey,homeId,awayId,goalsHome,goalsAway
60-45,60,45,1,1
34-35,34,35,0,1
68-38,68,38,0,1
10-55,10,55,2,0
68-16,68,16,1,2
47-37,47,37,0,3
43-54,43,54,1,4
31-21,31,21,0,1
80-29,80,29,0,0
73-33,73,33,0,2
53-15,53,15,1,3
20-7,20,7,0,3
32-58,32,58,1,2
63-40,63,40,1,2
56-74,56,74,2,0
45-73,45,73,1,0
68-71,68,71,0,0
7-19,7,19,0,1
58-37,58,37,2,0
55-30,55,30,2,2
79-38,79,38,0,3
29-2,29,2,2,1
64-4,64,4,0,2
46-18,46,18,0,1
10-25,10,25,2,2
31-45,31,45,2,1
43-33,43,33,1,1
57-5,57,5,1,1
45-52,45,52,1,0
21-14,21,14,1,0
59-78,59,78,1,1
37-31,37,31,1,1
31-19,31,19,1,1
1-17,1,17,3,1
73-59,73,59,1,0
13-63,13,63,1,1
63-62,63,62,4,1
63-23,63,23,0,2
27-37,27,37,1,2
16-77,16,77,2,1
77-25,77,25,1,3
20-74,20,74,0,0
54-13,54,13,1,1
23-66,23,66,3,0
28-26,28,26,0,0
39-54,39,54,2,0
48-58,48,58,1,2
52-25,52,25,0,2
15-31,15,31,0,0
20-8,20,8,2,2
49-35,49,35,1,1
59-37,59,37,0,0
20-68,20,68,0,1
30-4,30,4,1,0
11-39,11,39,0,1
64-33,64,33,0,2
24-7,24,7,0,2
33-57,33,57,2,2
31-8,31,8,0,1
47-60,47,60,2,1
52-35,52,35,3,0
28-60,28,60,3,2
48-26,48,26,0,0
36-33,36,33,2,1
18-9,18,9,0,1
15-38,15,38,2,1
12-77,12,77,0,0
74-33,74,33,0,1
1-65,1,65,4,0
10-29,10,29,1,1
7-21,7,21,2,0
52-19,52,19,1,1
66-63,66,63,1,1
52-16,52,16,0,2
20-61,20,61,2,0
14-56,14,56,1,0
44-56,44,56,1,0
13-71,13,71,1,0
27-50,27,50,1,1
50-14,50,14,1,2
60-35,60,35,1,2
56-78,56,78,0,0
72-48,72,48,1,2
62-80,62,80,1,0
36-38,36,38,1,1
37-80,37,80,1,0
43-48,43,48,0,3
22-36,22,36,1,0
68-79,68,79,2,2
39-64,39,64,3,0
35-55,35,55,1,0
11-38,11,38,1,0
52-49,52,49,2,0
20-31,20,31,1,1
77-79,77,79,1,0
23-72,23,72,1,0
11-74,11,74,3,0
68-8,68,8,0,0
46-10,46,10,1,0
48-74,48,74,0,0
78-67,78,67,1,3
9-35,9,35,2,1
29-39,29,39,0,1
26-13,26,13,1,0
49-60,49,60,1,0
1-53,1,53,1,2
14-73,14,73,1,0
12-72,12,72,1,0
36-71,36,71,2,1
18-11,18,11,1,1
46-10,46,10,0,3
26-69,26,69,0,0
73-11,73,11,1,0
15-58,15,58,1,0
25-62,25,62,1,0
28-15,28,15,1,1
49-72,49,72,0,0
47-23,47,23,0,0
63-56,63,56,0,3
28-26,28,26,1,0
18-76,18,76,3,1
9-68,9,68,0,1
26-9,26,9,1,0
75-60,75,60,2,2
27-51,27,51,2,0
32-7,32,7,2,1
36-62,36,62,0,0
14-25,14,25,2,1
20-80,20,80,1,0
57-6,57,6,0,3
61-58,61,58,0,1
1-67,1,67,2,0
59-11,59,11,0,0
64-47,64,47,2,1
45-62,45,62,1,1
40-12,40,12,0,2
73-66,73,66,1,1
60-45,60,45,1,1
26-63,26,63,1,0
50-27,50,27,3,2
60-10,60,10,0,3
12-77,12,77,0,0
66-61,66,61,0,1
11-6,11,6,1,1
4-43,4,43,2,1
25-40,25,40,1,1
14-66,14,66,3,0
77-65,77,65,4,2
11-9,11,9,2,1
1-66,1,66,1,0
35-64,35,64,4,1
2-23,2,23,1,1
49-13,49,13,0,0
32-59,32,59,2,1
11-62,11,62,3,0
10-39,10,39,2,0
15-17,15,17,1,1
51-25,51,25,2,0
39-19,39,19,1,0
56-12,56,12,1,1
35-39,35,39,2,0
72-43,72,43,0,1
59-63,59,63,3,0
44-79,44,79,1,0
26-56,26,56,3,0
33-55,33,55,3,0
36-48,36,48,1,0
6-43,6,43,1,0
41-72,41,72,1,1
11-39,11,39,1,1
68-49,68,49,0,1
71-57,71,57,0,3
24-68,24,68,1,0
70-21,70,21,0,3
24-22,24,22,0,2
71-40,71,40,0,0
62-8,62,8,0,1
31-13,31,13,2,0
68-1,68,1,0,3
64-43,64,43,0,1
25-79,25,79,2,1
80-21,80,21,0,1
15-29,15,29,2,0
48-42,48,42,1,0
72-49,72,49,2,2
63-21,63,21,0,2
37-58,37,58,2,0
69-70,69,70,0,1
64-9,64,9,0,0
48-43,48,43,1,0
80-29,80,29,0,1
42-58,42,58,2,0
59-61,59,61,0,2
26-59,26,59,0,0
79-80,79,80,1,2
63-21,63,21,1,1
45-59,45,59,2,0
60-72,60,72,1,1
47-78,47,78,1,1
65-38,65,38,1,2
79-57,79,57,0,0
29-27,29,27,2,1
39-17,39,17,0,1
16-53,16,53,1,0
55-47,55,47,3,2
68-71,68,71,3,1
18-47,18,47,0,1
43-19,43,19,2,1
34-5,34,5,1,0
22-80,22,80,1,0
17-70,17,70,1,0
77-29,77,29,1,4
29-72,29,72,3,0
24-70,24,70,1,1
11-32,11,32,2,0
10-3,10,3,2,1
7-63,7,63,1,0
71-52,71,52,1,4
47-12,47,12,1,1
68-67,68,67,1,1
67-70,67,70,1,0
52-46,52,46,1,1
72-32,72,32,0,2
18-44,18,44,1,0
20-45,20,45,1,0
49-11,49,11,1,1
23-57,23,57,1,1
31-58,31,58,3,1
71-60,71,60,0,2
29-74,29,74,1,0
65-32,65,32,0,2
24-7,24,7,1,2
13-54,13,54,2,0
1-80,1,80,2,0
46-20,46,20,1,0
76-12,76,12,2,0
45-22,45,22,1,2
64-12,64,12,1,1
43-40,43,40,2,1
47-71,47,71,0,2
54-43,54,43,1,0
34-52,34,52,2,1
27-28,27,28,3,3
26-43,26,43,3,0
22-11,22,11,2,0
5-7,5,7,0,2
58-30,58,30,1,2
26-72,26,72,1,0
21-13,21,13,1,1
18-1,18,1,3,0
76-4,76,4,1,0
64-4,64,4,0,0
22-35,22,35,1,2
31-61,31,61,1,0
42-10,42,10,0,2
19-34,19,34,3,3
4-47,4,47,1,0
3-32,3,32,2,3
6-49,6,49,0,1
27-35,27,35,0,0
50-79,50,79,2,0
51-62,51,62,3,0
59-74,59,74,2,0
17-11,17,11,4,2
78-5,78,5,1,2
72-27,72,27,0,0
4-69,4,69,0,0
29-34,29,34,1,4
67-21,67,21,0,1
32-7,32,7,2,2
37-80,37,80,1,0
61-35,61,35,0,1
37-18,37,18,2,0
32-22,32,22,1,0
60-13,60,13,0,2
66-58,66,58,1,2
20-21,20,21,1,1
49-47,49,47,2,0
18-7,18,7,0,1
22-69,22,69,2,0
53-65,53,65,1,0
19-69,19,69,2,0
21-38,21,38,2,0
10-22,10,22,6,1
69-73,69,73,0,0
34-26,34,26,0,1
68-80,68,80,1,2
34-42,34,42,1,1
62-50,62,50,1,2
24-45,24,45,1,2
70-36,70,36,1,0
10-11,10,11,1,0
71-29,71,29,2,1
62-4,62,4,2,2
80-53,80,53,2,1
4-32,4,32,1,0
69-31,69,31,0,3
10-20,10,20,0,1
32-45,32,45,2,0
5-44,5,44,2,0
56-31,56,31,1,0
2-63,2,63,0,0
72-62,72,62,0,0
4-52,4,52,3,0
68-51,68,51,1,2
3-29,3,29,3,1
11-80,11,80,2,2
13-30,13,30,2,0
4-64,4,64,1,0
45-4,45,4,0,1
26-43,26,43,2,0
23-10,23,10,0,1
33-21,33,21,1,0
31-70,31,70,2,0
11-56,11,56,2,1
70-26,70,26,1,0
13-53,13,53,1,0
39-4,39,4,1,1
60-5,60,5,0,2
37-9,37,9,2,0
33-26,33,26,0,1
5-40,5,40,1,0
26-61,26,61,1,2
74-52,74,52,0,2
19-66,19,66,3,0
24-57,24,57,4,1
32-61,32,61,1,0
3-16,3,16,3,0
48-74,48,74,2,0
62-79,62,79,0,0
1-79,1,79,2,0
48-57,48,57,2,0
78-18,78,18,1,0
64-69,64,69,0,0
55-58,55,58,0,3
79-80,79,80,1,1
19-27,19,27,2,0
65-29,65,29,0,1
42-6,42,6,0,1
75-34,75,34,0,1
48-38,48,38,1,0
11-35,11,35,2,1
65-48,65,48,0,1
4-21,4,21,0,1
48-41,48,41,0,0
61-71,61,71,1,0
